hub,date,price_high,price_low,price_avg,volume,trades,counterparties
nepool,2015-08-18,40.75,40.00,40.43,"27,200",32,19
nepool,2015-08-19,41.00,38.50,40.07,"38,400",45,25
nepool,2015-08-20,37.50,36.00,36.70,"28,800",36,17
nepool,2015-08-21,41.00,38.00,39.83,"4,800",6,6
nepool,2015-08-24,43.50,42.50,42.99,"16,800",21,14
nepool,2015-08-25,42.00,40.00,41.06,"28,800",33,17
nepool,2015-08-26,37.00,36.00,36.65,"49,600",42,19
nepool,2015-08-27,34.00,32.50,33.53,"25,600",28,18
nepool,2015-08-28,52.50,49.50,51.19,"9,600",12,13
nepool,2015-08-31,52.00,50.50,51.13,"20,000",25,17
nepool,2015-09-01,57.50,55.00,56.34,"16,000",20,18
nepool,2015-09-02,52.00,50.00,50.51,"24,000",30,20
nepool,2015-09-03,33.00,31.75,32.42,"36,000",44,20
nepool,2015-09-08,57.75,56.00,56.96,"20,800",26,15
nepool,2015-09-09,50.00,46.50,48.13,"17,600",20,13
nepool,2015-09-10,36.25,35.50,36.00,"14,400",16,13
nepool,2015-09-11,38.00,37.00,37.52,"12,800",16,12
nepool,2015-09-14,35.00,34.00,34.43,"5,600",7,12
nepool,2015-09-15,34.50,32.75,33.25,"6,400",8,8
nepool,2015-09-16,40.25,40.00,40.05,"8,000",10,12
nepool,2015-09-17,54.00,49.25,51.17,"21,600",26,17
nepool,2015-09-18,43.25,41.50,42.06,"7,200",9,10
nepool,2015-09-21,31.50,30.75,31.04,"24,800",31,22
nepool,2015-09-22,31.75,29.25,29.93,"28,800",32,18
nepool,2015-09-23,29.75,28.50,28.98,"26,400",33,19
nepool,2015-09-24,26.25,26.25,26.25,800,1,2
nepool,2015-09-25,28.50,27.50,27.68,"11,200",14,9
nepool,2015-09-28,34.00,32.00,33.15,"16,000",20,17
nepool,2015-09-29,33.95,33.00,33.49,"4,000",5,8
nepool,2015-09-30,29.00,27.00,28.12,"37,600",44,19
nepool,2015-10-01,30.00,25.65,27.56,"40,000",45,16
nepool,2015-10-05,35.90,33.50,34.45,"24,800",31,30
nepool,2015-10-06,36.50,35.00,35.77,"16,000",20,18
nepool,2015-10-07,37.00,36.75,36.96,"4,800",6,7
nepool,2015-10-08,36.00,34.00,34.71,"9,600",12,9
nepool,2015-10-09,42.00,42.00,42.00,"4,800",6,8
nepool,2015-10-12,39.00,38.00,38.63,"19,200",23,15
nepool,2015-10-13,38.00,37.75,37.96,"4,800",6,7
nepool,2015-10-14,37.50,37.00,37.06,"6,400",8,8
nepool,2015-10-15,40.25,39.25,39.68,"12,000",15,15
nepool,2015-10-19,55.00,53.00,54.21,"20,000",25,15
nepool,2015-10-20,44.50,44.00,44.12,"12,000",14,7
nepool,2015-10-21,40.00,40.00,40.00,"8,000",10,10
nepool,2015-10-22,56.00,50.00,52.79,"40,000",47,23
nepool,2015-10-23,65.00,60.00,63.33,"12,000",15,14
nepool,2015-10-26,63.00,61.50,62.75,"10,400",13,11
nepool,2015-10-27,55.00,53.00,54.25,"10,400",13,11
nepool,2015-10-28,53.50,49.50,51.36,"16,000",20,19
nepool,2015-10-29,50.00,47.75,48.61,"27,200",34,24
nepool,2015-11-02,52.00,48.50,50.37,"25,600",32,19
nepool,2015-11-03,45.00,44.75,44.94,"3,200",4,7
nepool,2015-11-04,42.00,41.50,41.89,"7,200",9,11
nepool,2015-11-05,35.75,35.00,35.36,"11,200",13,13
nepool,2015-11-06,47.00,46.00,46.55,"8,800",11,8
nepool,2015-11-09,45.00,36.00,38.56,"19,200",24,17
nepool,2015-11-10,31.00,30.00,30.33,"31,200",38,18
nepool,2015-11-11,35.00,34.00,34.39,"20,000",24,17
nepool,2015-11-12,32.00,30.00,30.93,"23,200",29,18
nepool,2015-11-16,30.00,29.00,29.31,"12,800",15,10
nepool,2015-11-17,28.50,27.75,28.25,"5,600",7,8
nepool,2015-11-18,28.00,25.50,26.72,"33,600",42,23
nepool,2015-11-19,27.00,25.75,26.20,"33,600",41,18
nepool,2015-11-20,45.00,42.00,44.23,"18,400",23,13
nepool,2015-11-23,38.75,38.00,38.25,"16,000",20,13
nepool,2015-11-24,30.50,27.50,28.90,"54,400",66,22
nepool,2015-11-25,25.00,24.00,24.60,"8,000",9,6
nepool,2015-11-27,39.00,39.00,39.00,"1,600",2,2
nepool,2015-11-30,29.50,29.00,29.03,"12,000",15,10
nepool,2015-12-01,30.00,28.00,29.14,"32,800",41,24
nepool,2015-12-02,32.00,30.00,30.97,"26,400",33,19
nepool,2015-12-03,28.75,27.00,28.04,"11,200",14,9
nepool,2015-12-04,28.00,27.00,27.50,"7,200",9,6
nepool,2015-12-07,31.00,29.00,30.54,"25,600",31,18
nepool,2015-12-08,28.25,27.00,28.07,"20,800",26,19
nepool,2015-12-09,25.00,23.75,24.42,"26,400",32,20
nepool,2015-12-10,21.00,19.50,20.35,"40,000",48,22
nepool,2015-12-11,21.50,20.00,20.40,"9,600",12,8
nepool,2015-12-14,21.00,20.70,20.76,"7,200",9,9
nepool,2015-12-15,23.50,22.90,23.29,"24,000",30,20
nepool,2015-12-16,24.75,23.50,24.25,"20,800",26,15
nepool,2015-12-18,31.00,30.00,30.61,"12,800",15,12
nepool,2015-12-21,24.50,23.00,23.93,"8,000",10,12
nepool,2015-12-22,21.80,20.50,21.10,"24,800",30,17
nepool,2015-12-23,18.00,17.25,17.57,"22,400",25,16
nepool,2015-12-24,33.75,33.00,33.37,"10,400",13,12
nepool,2015-12-28,42.00,38.00,40.80,"4,000",5,9
nepool,2015-12-29,39.50,37.00,38.64,"23,200",29,19
nepool,2015-12-30,43.50,40.50,42.56,"35,200",41,18
nepool,2015-12-31,74.00,66.00,67.82,"13,600",17,12
algonquin,2015-01-02,8.00,7.00,7.63,"56,300",18,8
algonquin,2015-01-05,10.75,9.00,9.92,"72,100",20,12
algonquin,2015-01-06,15.00,11.50,12.94,"99,900",24,17
algonquin,2015-01-07,15.00,11.50,12.65,"64,900",15,12
algonquin,2015-01-08,8.25,7.00,7.77,"52,500",13,10
algonquin,2015-01-09,12.00,7.00,9.81,"144,500",32,18
algonquin,2015-01-12,12.50,11.50,12.12,"75,600",18,11
algonquin,2015-01-13,12.25,10.75,11.49,"78,100",24,15
algonquin,2015-01-14,11.45,10.00,10.78,"110,400",30,17
algonquin,2015-01-15,14.85,12.50,13.62,"151,700",30,13
algonquin,2015-01-16,8.15,7.20,7.68,"15,200",6,10
algonquin,2015-01-20,9.00,8.25,8.84,"117,200",29,14
algonquin,2015-01-21,8.00,7.50,7.75,"79,200",18,9
algonquin,2015-01-22,6.75,6.55,6.58,"23,400",7,9
algonquin,2015-01-23,10.25,8.00,9.48,"99,100",25,13
algonquin,2015-01-26,11.00,10.25,10.75,"81,100",22,13
algonquin,2015-01-27,9.75,9.00,9.12,"80,500",20,14
algonquin,2015-01-28,10.00,8.70,8.96,"104,000",27,13
algonquin,2015-01-29,12.50,10.55,11.51,"183,100",49,16
algonquin,2015-01-30,15.00,11.75,12.60,"126,400",36,17
algonquin,2015-02-02,11.45,10.65,10.96,"85,300",21,10
algonquin,2015-02-03,10.00,7.80,8.22,"96,400",32,16
algonquin,2015-02-04,13.00,12.00,12.30,"151,900",41,16
algonquin,2015-02-05,11.80,10.50,11.36,"102,500",30,18
algonquin,2015-02-06,9.00,8.25,8.65,"95,000",26,12
algonquin,2015-02-09,14.40,10.50,12.62,"110,200",41,16
algonquin,2015-02-10,17.00,15.00,16.46,"83,000",36,17
algonquin,2015-02-11,21.50,17.50,19.28,"114,600",43,17
algonquin,2015-02-12,22.00,17.00,18.16,"140,100",36,22
algonquin,2015-02-13,26.00,22.00,23.50,"76,700",31,15
algonquin,2015-02-17,30.00,17.00,21.36,"49,300",14,11
algonquin,2015-02-18,23.00,19.00,21.33,"53,600",18,12
algonquin,2015-02-19,18.50,16.00,17.05,"41,300",16,12
algonquin,2015-02-20,15.00,12.65,13.23,"79,900",25,13
algonquin,2015-02-23,33.00,26.00,28.05,"30,100",8,7
algonquin,2015-02-24,31.00,27.00,30.02,"73,200",22,12
algonquin,2015-02-25,30.00,24.00,25.53,"50,000",14,11
algonquin,2015-02-26,25.00,21.25,22.97,"21,200",12,10
algonquin,2015-02-27,16.50,15.25,15.89,"76,200",27,17
algonquin,2015-03-02,13.95,11.00,12.91,"41,300",15,10
algonquin,2015-03-03,7.30,7.00,7.18,"22,000",11,9
algonquin,2015-03-04,15.00,13.25,13.93,"70,800",20,12
algonquin,2015-03-05,15.00,13.25,14.28,"57,600",16,12
algonquin,2015-03-06,8.00,6.00,6.94,"14,900",4,6
algonquin,2015-03-09,4.50,3.80,4.04,"49,200",13,12
algonquin,2015-03-10,3.25,2.95,3.10,"26,500",8,11
algonquin,2015-03-11,5.50,4.25,4.93,"36,000",14,10
algonquin,2015-03-12,4.25,3.25,3.65,"14,000",7,7
algonquin,2015-03-13,4.20,3.20,3.52,"48,400",15,14
algonquin,2015-03-16,6.00,5.25,5.60,"29,200",9,11
algonquin,2015-03-17,12.50,11.75,12.16,"33,100",7,9
algonquin,2015-03-18,12.15,11.75,11.95,"22,100",9,8
algonquin,2015-03-19,8.50,7.00,7.56,"29,500",8,7
algonquin,2015-03-20,11.50,9.45,9.51,"7,500",4,5
algonquin,2015-03-23,8.00,7.74,7.90,"8,500",4,4
algonquin,2015-03-24,4.75,3.50,3.82,"64,500",16,12
algonquin,2015-03-25,3.25,3.15,3.19,"83,100",17,11
algonquin,2015-03-26,7.00,4.00,5.71,"26,900",8,9
algonquin,2015-03-27,9.50,8.75,9.07,"21,400",10,11
algonquin,2015-03-30,11.00,6.70,9.15,"85,100",24,12
algonquin,2015-03-31,4.75,4.15,4.47,"67,200",18,14
algonquin,2015-04-01,3.40,2.75,2.99,"88,400",31,20
algonquin,2015-04-02,3.45,2.65,3.15,"76,000",29,16
algonquin,2015-04-06,4.50,4.25,4.38,"5,200",3,3
algonquin,2015-04-07,7.75,6.00,6.57,"50,300",16,15
algonquin,2015-04-08,3.80,3.25,3.71,"28,100",8,8
algonquin,2015-04-09,5.00,3.40,3.81,"114,500",35,18
algonquin,2015-04-10,3.00,2.35,2.68,"76,200",20,13
algonquin,2015-04-13,3.50,3.30,3.39,"27,800",10,9
algonquin,2015-04-14,3.50,3.38,3.46,"58,300",17,12
algonquin,2015-04-15,2.85,2.52,2.60,"84,900",24,17
algonquin,2015-04-16,2.75,2.65,2.67,"20,700",5,6
algonquin,2015-04-17,1.85,1.75,1.81,"53,300",18,13
algonquin,2015-04-20,3.50,3.00,3.28,"115,100",30,16
algonquin,2015-04-21,3.50,3.25,3.39,"97,800",27,13
algonquin,2015-04-22,4.00,3.45,3.56,"131,800",27,15
algonquin,2015-04-23,3.90,3.60,3.80,"48,600",15,11
algonquin,2015-04-24,3.15,2.90,2.96,"88,700",19,11
algonquin,2015-04-27,3.00,2.68,2.81,"59,100",15,15
algonquin,2015-04-28,3.35,3.00,3.14,"43,100",9,9
algonquin,2015-04-29,2.52,2.50,2.51,"46,800",14,12
algonquin,2015-04-30,2.25,1.82,1.94,"59,500",22,13
algonquin,2015-05-01,1.85,1.47,1.64,"44,100",14,14
algonquin,2015-05-04,2.03,1.88,1.97,"18,300",6,7
algonquin,2015-05-05,2.10,2.05,2.08,"39,600",10,14
algonquin,2015-05-06,2.20,1.95,2.06,"53,900",15,13
algonquin,2015-05-07,2.00,1.70,1.93,"40,800",10,7
algonquin,2015-05-08,1.90,1.80,1.85,"46,800",15,13
algonquin,2015-05-11,2.75,2.61,2.67,"20,000",5,8
algonquin,2015-05-12,2.20,2.10,2.15,"37,300",10,11
algonquin,2015-05-13,1.95,1.84,1.89,"12,300",3,5
algonquin,2015-05-14,1.75,1.46,1.68,"24,800",9,9
algonquin,2015-05-15,1.65,1.46,1.60,"46,400",15,14
algonquin,2015-05-18,2.10,1.95,2.05,"28,300",7,8
algonquin,2015-05-19,1.90,1.82,1.85,"17,600",7,7
algonquin,2015-05-20,1.83,1.75,1.78,"32,300",7,6
algonquin,2015-05-21,2.50,1.70,2.11,"120,600",32,18
algonquin,2015-05-22,1.70,1.55,1.62,"154,100",37,19
algonquin,2015-05-26,2.50,2.13,2.29,"127,200",32,18
algonquin,2015-05-27,2.55,2.43,2.46,"21,800",5,5
algonquin,2015-05-28,1.65,1.38,1.60,"101,800",37,21
algonquin,2015-05-29,1.80,1.50,1.61,"70,600",19,15
algonquin,2015-06-01,1.80,1.55,1.66,"63,700",15,9
algonquin,2015-06-02,1.52,1.30,1.38,"28,600",6,8
algonquin,2015-06-03,1.40,1.20,1.28,"86,800",19,11
algonquin,2015-06-04,1.35,1.25,1.30,"76,900",19,15
algonquin,2015-06-05,1.25,1.12,1.17,"35,100",10,11
algonquin,2015-06-08,1.64,1.55,1.55,"64,600",19,11
algonquin,2015-06-09,2.80,2.25,2.53,"77,100",22,16
algonquin,2015-06-10,3.25,2.90,3.12,"171,100",36,17
algonquin,2015-06-11,2.60,1.75,2.24,"135,900",25,14
algonquin,2015-06-12,1.70,1.47,1.55,"157,400",32,18
algonquin,2015-06-15,2.05,2.00,2.01,"16,100",5,8
algonquin,2015-06-16,2.25,2.00,2.08,"68,000",15,9
algonquin,2015-06-17,2.10,1.95,2.04,"47,500",16,14
algonquin,2015-06-18,1.75,1.62,1.69,"58,000",12,12
algonquin,2015-06-19,1.60,1.45,1.54,"26,200",6,7
algonquin,2015-06-22,2.65,2.45,2.56,"56,000",19,14
algonquin,2015-06-23,2.15,1.80,2.01,"34,500",11,12
algonquin,2015-06-24,1.54,1.50,1.51,"53,400",14,12
algonquin,2015-06-25,1.52,1.45,1.46,"83,000",19,15
algonquin,2015-06-26,1.37,1.30,1.35,"27,200",9,8
algonquin,2015-06-29,1.57,1.45,1.51,"95,500",25,15
algonquin,2015-06-30,1.60,1.35,1.47,"40,200",12,11
algonquin,2015-07-01,1.25,1.17,1.20,"30,800",10,8
algonquin,2015-07-02,0.90,0.60,0.78,"45,800",15,14
algonquin,2015-07-06,1.90,1.75,1.88,"70,600",17,12
algonquin,2015-07-07,1.82,1.35,1.46,"99,500",29,15
algonquin,2015-07-08,1.41,1.29,1.35,"45,200",13,10
algonquin,2015-07-09,1.82,1.55,1.72,"37,300",11,11
algonquin,2015-07-10,2.20,1.80,2.07,"84,900",27,15
algonquin,2015-07-13,2.00,1.80,1.90,"50,700",11,9
algonquin,2015-07-14,2.15,1.70,1.82,"79,800",22,15
algonquin,2015-07-15,2.40,1.75,1.98,"157,400",38,17
algonquin,2015-07-16,2.30,1.80,2.12,"197,600",48,20
algonquin,2015-07-17,2.65,2.00,2.41,"221,700",58,27
algonquin,2015-07-20,4.15,3.40,3.89,"172,300",41,20
algonquin,2015-07-21,2.75,2.30,2.44,"108,800",22,12
algonquin,2015-07-22,1.75,1.60,1.73,"114,400",26,14
algonquin,2015-07-23,1.35,1.30,1.33,"83,000",13,12
algonquin,2015-07-24,1.42,1.35,1.39,"32,200",11,8
algonquin,2015-07-27,4.50,3.50,4.08,"165,900",35,19
algonquin,2015-07-28,4.50,3.50,4.08,"165,900",35,19
algonquin,2015-07-29,3.45,3.15,3.36,"148,000",31,13
algonquin,2015-07-30,2.50,2.11,2.20,"140,800",32,17
algonquin,2015-07-31,2.03,1.75,1.96,"103,700",28,18
algonquin,2015-08-03,2.32,2.05,2.26,"104,900",21,14
algonquin,2015-08-04,1.80,1.70,1.72,"86,500",20,10
algonquin,2015-08-05,1.50,1.35,1.42,"164,200",41,16
algonquin,2015-08-06,1.35,1.30,1.34,"71,200",15,10
algonquin,2015-08-07,1.48,1.40,1.44,"86,600",21,12
algonquin,2015-08-10,1.95,1.75,1.82,"80,600",17,8
algonquin,2015-08-11,2.05,1.95,1.99,"68,500",16,10
algonquin,2015-08-12,2.45,2.30,2.37,"145,400",31,12
algonquin,2015-08-13,2.35,2.25,2.31,"101,000",19,7
algonquin,2015-08-14,3.30,2.95,3.12,"88,100",23,16
algonquin,2015-08-17,3.40,3.14,3.23,"152,100",31,13
algonquin,2015-08-18,3.00,2.50,2.60,"184,900",39,20
algonquin,2015-08-19,2.74,2.50,2.62,"209,800",37,17
algonquin,2015-08-20,2.79,2.71,2.75,"44,300",13,14
algonquin,2015-08-21,2.55,2.25,2.35,"142,300",32,16
algonquin,2015-08-24,3.20,2.85,2.94,"67,900",16,10
algonquin,2015-08-25,3.39,3.20,3.30,"102,900",29,14
algonquin,2015-08-26,3.20,2.90,3.08,"116,200",32,13
algonquin,2015-08-27,2.82,2.30,2.71,"99,800",31,14
algonquin,2015-08-28,2.80,2.60,2.66,"60,100",19,11
algonquin,2015-08-31,3.80,3.55,3.75,"146,500",34,20
algonquin,2015-09-01,3.75,3.50,3.65,"164,500",34,14
algonquin,2015-09-02,3.25,3.10,3.16,"48,200",12,11
algonquin,2015-09-03,2.45,2.13,2.27,"36,900",14,9
algonquin,2015-09-04,3.05,2.75,3.00,"140,100",30,18
algonquin,2015-09-08,3.75,3.65,3.70,"72,400",19,13
algonquin,2015-09-09,4.00,3.50,3.77,"80,700",24,16
algonquin,2015-09-10,3.10,2.50,2.67,"98,300",22,13
algonquin,2015-09-11,2.30,2.00,2.10,"57,600",20,19
algonquin,2015-09-14,2.50,2.00,2.32,"104,800",30,14
algonquin,2015-09-15,2.15,1.86,1.93,"65,200",20,16
algonquin,2015-09-16,2.75,2.50,2.55,"57,500",17,12
algonquin,2015-09-17,5.20,4.00,4.73,"154,800",46,20
algonquin,2015-09-18,4.65,3.40,4.37,"147,100",41,20
algonquin,2015-09-21,3.50,2.40,3.14,"124,700",30,17
algonquin,2015-09-22,3.25,1.95,2.70,"181,500",42,22
algonquin,2015-09-23,2.15,1.95,2.01,"72,600",18,13
algonquin,2015-09-24,2.07,1.75,1.96,"128,000",30,16
algonquin,2015-09-25,1.70,1.50,1.65,"133,600",33,19
algonquin,2015-09-28,2.22,2.00,2.16,"37,300",10,11
algonquin,2015-09-29,2.25,2.00,2.09,"127,000",32,18
algonquin,2015-09-30,2.50,1.80,2.19,"29,500",8,9
algonquin,2015-10-01,2.15,1.95,2.03,"64,000",16,15
algonquin,2015-10-02,1.60,1.37,1.46,"50,000",22,16
algonquin,2015-10-05,3.30,2.90,3.16,"86,700",19,13
algonquin,2015-10-06,2.95,2.85,2.92,"64,500",18,11
algonquin,2015-10-07,2.85,2.70,2.78,"42,500",11,10
algonquin,2015-10-08,2.65,2.40,2.51,"37,200",11,10
algonquin,2015-10-09,2.70,2.30,2.58,"70,700",15,9
algonquin,2015-10-12,2.80,2.50,2.69,"84,300",18,13
algonquin,2015-10-13,3.00,2.68,2.86,"158,200",28,15
algonquin,2015-10-14,2.88,2.82,2.87,"50,600",13,11
algonquin,2015-10-15,3.10,2.90,2.96,"122,100",28,15
algonquin,2015-10-16,5.75,4.50,4.73,"83,500",19,14
algonquin,2015-10-19,5.00,4.60,4.97,"99,600",23,12
algonquin,2015-10-20,3.75,3.50,3.65,"80,100",17,12
algonquin,2015-10-21,3.00,2.90,2.96,"33,100",7,8
algonquin,2015-10-22,6.00,4.40,4.86,"84,800",21,17
algonquin,2015-10-23,5.50,3.65,5.16,"102,600",30,13
algonquin,2015-10-26,6.90,6.30,6.55,"128,200",32,17
algonquin,2015-10-27,6.00,4.75,5.50,"61,400",12,12
algonquin,2015-10-28,7.00,6.00,6.34,"27,400",8,8
algonquin,2015-10-29,6.00,5.50,5.82,"100,400",27,15
algonquin,2015-10-30,5.55,4.20,4.83,"140,400",32,16
algonquin,2015-11-02,5.25,4.10,4.74,"53,400",12,9
algonquin,2015-11-03,4.35,4.25,4.31,"26,100",10,8
algonquin,2015-11-04,4.00,3.65,3.95,"53,100",17,11
algonquin,2015-11-05,2.75,2.50,2.68,"14,900",5,6
algonquin,2015-11-06,4.70,4.25,4.48,"74,800",25,18
algonquin,2015-11-09,3.35,3.00,3.15,"54,400",18,13
algonquin,2015-11-10,2.50,2.27,2.42,"72,700",19,12
algonquin,2015-11-11,2.75,2.60,2.71,"64,000",15,9
algonquin,2015-11-12,2.80,2.30,2.61,"22,700",7,8
algonquin,2015-11-13,2.70,2.50,2.58,"21,000",8,9
algonquin,2015-11-16,2.50,2.20,2.40,"68,800",13,9
algonquin,2015-11-17,2.32,2.25,2.25,"27,600",7,6
algonquin,2015-11-18,1.95,1.80,1.85,"38,200",13,13
algonquin,2015-11-19,2.40,2.20,2.30,"29,300",9,11
algonquin,2015-11-20,4.50,3.75,4.33,"67,200",21,16
algonquin,2015-11-23,4.65,4.00,4.47,"27,300",13,14
algonquin,2015-11-24,2.50,2.10,2.23,"70,800",17,13
algonquin,2015-11-25,2.80,2.50,2.66,"11,100",6,7
algonquin,2015-11-30,2.50,2.30,2.38,"17,600",8,10
algonquin,2015-12-01,2.40,2.20,2.33,"78,000",19,14
algonquin,2015-12-02,2.81,2.40,2.74,"63,700",19,13
algonquin,2015-12-03,2.81,2.40,2.74,"63,700",19,13
algonquin,2015-12-04,2.20,2.10,2.14,"64,700",24,14
algonquin,2015-12-07,2.80,2.45,2.54,"16,400",10,7
algonquin,2015-12-08,2.23,2.00,2.14,"61,800",21,15
algonquin,2015-12-09,1.85,1.75,1.79,"34,500",11,12
algonquin,2015-12-10,1.55,1.20,1.39,"29,700",9,9
algonquin,2015-12-11,1.15,0.90,1.05,"61,300",21,14
algonquin,2015-12-14,1.40,1.35,1.39,"12,700",6,7
algonquin,2015-12-15,1.85,1.57,1.71,"17,900",8,10
algonquin,2015-12-16,2.00,1.80,1.93,"42,400",9,11
algonquin,2015-12-17,2.40,2.25,2.37,"67,800",22,15
algonquin,2015-12-18,3.00,2.80,2.92,"64,800",20,16
algonquin,2015-12-21,1.80,1.60,1.68,"37,300",10,9
algonquin,2015-12-22,1.45,1.20,1.33,"52,100",13,10
algonquin,2015-12-23,1.00,0.85,0.96,"44,600",12,12
algonquin,2015-12-24,1.78,1.40,1.57,"54,700",18,16
algonquin,2015-12-28,5.00,3.00,4.54,"60,700",16,13
algonquin,2015-12-29,4.50,4.35,4.38,"6,100",3,3
algonquin,2015-12-30,5.00,4.25,4.64,"79,800",23,21
algonquin,2015-12-31,5.50,5.00,5.23,"83,200",27,16
